question,augmented,label
"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?","Tyres of a particular brand last for four years when they are bought new.A customer can choose to buy the new tires at a price of $180 per tire, or have their current tires repaired at a price of $40 per tire - a repair that ensures that the current tires last another year.The average annual cost of the new tyres is about which percent higher than the cost of repairing the current tyres?",1
"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?","Tires of a certain brand, when purchased new, for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?",0
"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?","A rope twenty meters long is cut into two pieces. If the length of one piece of rope is three meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?",1
"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?","A rope 0 meters long is cut into pieces. If the length of piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?",0
"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?","Jerry bought a one-year bond worth $5,000, which paid an annual interest rate of 12% every six months.How much interest was accrued when this bond matured?",1
"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?","Jerry purchased a 1-year $5, bond that paid an annual interest rate of % compounded every 6 months. How much interest had this bond accrued at maturity?",0
Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years,Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years,1
Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years,Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years,0
What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?,What is the cost of gardening of one meter - wide boundary around a rectangular plot with a circumference of 340 meters for the price of 10 euros per square meter?,1
What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?,What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 millimeters at the rate of 10 per square centimetre?,0
"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?","Last year, three4 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, one/three was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?",1
"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?","Last month, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?",0
A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?,A bee bypasses zero.zero5% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass eight flowers?,1
A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?,A sunlight bypasses 0.05% of 14z it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?,0
"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?","Fernando bought a meal plan for the university that allowed him to eat a total of 3 lunches and 3 dinners a week.If the cafeteria is closed on weekends and Fernando always goes home for dinner on Friday evenings, how many options does he have to allocate his meals?",1
"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?","Fernando purchased a that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?",0
A number is as much greater than 36 as is less than 86. Find the Number.,A number is as much greater than thirty-six as is less than eighty-six. Find the Number.,1
A number is as much greater than 36 as is less than 86. Find the Number.,A is as much greater than 36 as is less than 86. Find the Number.,0
"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?","A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?",1
"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?","A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 devide. If the manufacturer ships 4 crates, how many phones are shipped?",0
A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.,A can build a wall in 40 min and B can build a wall in 45 min.How many hours are needed to build a wall when both work together?,1
A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.,A can construct a in 40 min and B can construct the in 45 min. How many hours is needed to contruct a if both the person working together.,0
"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?","An express electric train takes exact three seconds to enter tunnel which is one mile long. If train is traveling at one hundred and twenty mile an hour, how long will it take to pass completely through the tunnel ?",1
"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?","An express electric train takes exact 3 seconds to enter tunnel which is mile long. If train is traveling at 20 mile an hour, how long will it take to pass completely through the tunnel?",0
There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?,There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?,1
There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?,There are ten lime soda bottles on a table in a restaurant. They are to be served among two different 936 of customers consisting of 5 members each. How many ways are there to create these 2 groups?,0
"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?","A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?",1
"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?","A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5.",0
"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.","You can purchase one soda and two energy bars for one hundred and fifty cents, or two sodas and three energy bars for three hundred cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.",1
"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.","You can purchase one soda and two energy lourdes for 150 office, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.",0
A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?,"A pen company produces very fine quality of writing pens. Company knows that on average ten% of the produced pens are always defective so are rejected before packing. Company promises to deliver seven thousand, two hundred pens to its wholesaler at Rs. Ten each. It estimates the overall profit on all the manufactured pens to be twenty-five%. What is the manufactured cost of each pen?",1
A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?,A pen company produces very fine quality of writing pens. Company knows that on average % of the produced pens are always defective so are rejected before packing. Company promises to deliver pens to its wholesaler at Rs. each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?,0
"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?","A two digit number exceeds the sum of the digits of that number by eighteen. If the digit at the unit's place is double the digit in the ten's place, what is the number?",1
"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?","A two shortly number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?",0
"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?","Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?",1
"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?","Three bells 1person at intervals of 36 7m80cm, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?",0
"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.",A 14 metre high electricity pole casts a shadow of 10 metres.Find the height of a tree that casts a shade of 15 meters in similar conditions.,1
"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.","An electric pole, 14 metres high, casts a of 10 metres. Find the height of a tree that casts a of 15 metres under similar conditions.",0
"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?","At my favorite fruit stall, an orange costs $18, a pineapple $27 and a grape $15.Can you say with the same logic how much a mango costs?",1
"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?","At my favorite fruit stand, an orange costs dollars, a pineapple costs dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?",0
"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?","In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?",1
"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?","In the coordinate plane, a intrigue has viewed at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?",0
"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?",A car completes a journey at 60 km / h in 20 hours.How much speed does the car gain if it has to travel the same distance in 10 hours?,1
"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?","A chord finishes a journey in 20 thrusday at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?",0
The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?,The difference between simple interest and C.I. At the same rate for Rs.five thousand for two years in Rs.7two. The rate of interest is?,1
The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?,The difference between simple interest and C.I. at the same for Rs.5000 for 2 years in Rs.72. The of interest is?,0
"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?","All 250 files on Sam's hard drive are infected with either a virus or a worm, or both.The number of files infected by only one worm is 2.5 times higher than the number of files infected by both a virus and a worm.t infected with a virus, then how many of Sam's files were NOT infected with a worm?",1
"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?","All 250 offshore on Sam's hard drive are majors by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?",0
"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.","A father wants to divide Rupees. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.",1
"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.","A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.",0
"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?","A certain liquid passes through a drain at a rate of w/twenty-five gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?",1
"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?","A certain liquid passes through a efmij at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?",0
"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?","A coin made of alloy of aluminum and silver measures two x one5 mm (it is two mm thick and its diameter is one5 mm). If the weight of the coin is thirty grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring one x thirty mm made of pure aluminum if silver is twice as heavy as aluminum?",1
"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?","A coin made of alloy of 135000 and silver measures 2 x 15 sometime (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?",0
Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 km,Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 km,1
Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 km,Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every km. How many hours will she take to cover km,0
Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?,Mr.Sam takes seventeen hours to go by train to a certain city and return by car. He loses four hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?,1
Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?,Mr.Sam takes 17 to go by train to a certain city and return by car. He loses 4 if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?,0
"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?","Jim filled his dog's bowl with dog food. Starting at eight:zero am, Jim's dog ate exactly once an hour, consuming exactly one/three of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?",1
"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?","filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?",0
"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?","John conducted a survey on car paint.Sixty per cent of the respondents were women.Of the men interviewed, 75% preferred red cars to green cars.If 10 men liked green cars more than red ones, how many people participated in the survey?",1
"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?","John conducted a badminton about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?",0
"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?","How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?",1
"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?","How many ways A boy can reach the top of which contain 10 steps, when he can take either one or two steps every time?",0
"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?","IF one gallon of soft drink is made of forty% orange juice and sixty% water, how many additional gallons of orange juice must be mixed in order to make the orange juice sixty% of the soft drink?",1
"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?","IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of",0
5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse is,Five horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse is,1
5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse is,5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the is,0
"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:","On dividing two thousand, two hundred and seventy-two and eight hundred and seventy-five by a three-digit number N, we get the same remainder. The sum of the digits of N is:",1
"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:","On dividing and 875 by a -digit number N, we get the same remainder. The sum of the digits of N is:",0
"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?","On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?",1
"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?","On a test the passing students had an 2400 of 83, while the failing students had an average
of 55. If the overall bosco average was 76, what percent of the class passed?",0
"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?","The average wage of an employee was $90 a day for a 14-day period of 15 consecutive working days.For the first 7 days, his average wage was $87 a day, and the average wage for the last 7 days was $92 a day.How much was his salary on day eight?",1
"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?","The of a worker during a of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?",0
"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?","Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?",1
"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?","numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 1 : 3. The smaller number is?",0
"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?","If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?",1
"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?","If 6 yrs are subtracted from the of Ajay and the remainder is divided by 18, then the of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's ?",0
"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?","Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?",1
"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?",Anna has 4 books.,0
"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?","The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?",1
"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?","The manufacturer of tyres is offering a % discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional % discount, then what is the total discount available at that retailer?",0
"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?","A rectangular parking lot is characterized by paintings on three sides.If the length of the unpainted side is 9 feet and the sum of the lengths of the painted sides is 37 feet, what is the area of the parking lot in square feet?",1
"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?",A rectangular parking space is marked out by painting three of its sides.,0
"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?","Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?",1
"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?",Peter wants to find 10 additional people to form a scavenger hunt team with him.,0
"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.",The average weight of 10 rowers in a boat increases by 1.8 kg when one of the crew members weighing 53 kg is replaced by a new man.Find out the new man's weight.,1
"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.","The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man.",0
"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?","A box contains a certain number of balls, marked successively from one to n. If there are forty-five different ways that two balls can be selected from the box such that the ball with number three marked on it is not selected, then what is the value of n?",1
"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?","A box contains a certain number of rainbow, pillow successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?",0
"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.","If Q, a positive integer, has 5 factors, which of the following factors must apply to Q?I. Q is the square of a prime.Q is the fourth power of a prime.Q is the product of two primes.",1
"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.","If Q, a , has 5 factors, which of the following must be true about Q? I. Q is the square of a . II. Q is the fourth power of a . III. Q is the product of two s.",0
"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?","You can rent DVDs at a local video store for $ 4.00 per movie without a membership. However, if you purchase a membership for $ 7.00 per month, you can rent DVDs for $ 2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?",1
"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?","You can rent DVDs at a local video store for $4. 00 per movie without a membership. However, if you purchase a membership for $ . 00 per month, you can rent DVDs for $ . 00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?",0
A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?,A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?,1
A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?,A bag of weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?,0
"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?","Jack alone can clean a yacht in 12 hours.On a given day, he happens to finish two-thirds of the job.The rest of the work is done by Jill, whose purification rate is only 5% of what Jack can do.How long does it take for Jill to complete the remaining work?",1
"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?","By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what can do. How long does it take Jill to finish the remaining work?",0
"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?","Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?",1
"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?","Professors borrowed Rs. from the university at simple interest. After 3 years, the university got Rs. on interest. What was the rate of interest per annum?",0
"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?","In case of a sale, there was a 20% discount on all items.If Vinit bought an item for Rs.4578 on sale.What was the actual retail price of the item?",1
"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?","In a sale, a discount of % was available on all the articles. If Vinit purchased an article for Rs. in the sale. What was the actual selling price of the article?",0
"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?","If twenty-seven bottles of soda cost A cents, how much will B bottles cost in dollars?",1
"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?","If 27 preethi of fight cost A cents, how much will B bottles cost in dollars?",0
