question,paraphrase,label
Ed won 7 prizes at the coin toss booth. He won 3 prizes at the basketball booth. How many prizes did Ed win in all?,"At the coin toss booth, Ed won seven prizes. At the basketball booth, he received three awards. In total, how many awards did Ed receive?",1
Jake has 36 comic books. His brother has 15 more comic books than Jake. How many comic books do they have altogether?,Jake's brother has 15 more comic books than him. How many do they have ijn total?,0
"At the ice skate rental stand, 60% of 120 skates are for boys. If the rest of the skates are for girls, how many are there?",60 percent of the 120 skates available for rent at the ice skate rental station are for boys. How many skates are there for girls if the rest are for boys?,1
8 children were playing in the park. 5 children joined them. How many children were playing in the park then?,"Children playing in the park were joined by 8 other childres, the the total number of children are?",0
Barbara is 6 years old. Andy is double Barbara's age. How old will Andy be in 4 years?,"Barbara is a six-year-old girl. Andy is twice as old as Barbara. In four years, how old will Andy be?",1
10 children and 8 adults signed up for the nature walk. 4 people did not show up. How many people went on the walk?,"10 children and 8 adults signed up for a walk, but some did not come. How many went on the walk?",0
Sam put 86 pretzels in a bowl for the party. His friends ate 49 of them. Sam put in 27 more pretzels. How many pretzels were in the bowl then?,"For the gathering, Sam put 86 pretzels in a bowl. 49 of them were consumed by his companions. Sam added 27 additional pretzels to the mix. What was the number of pretzels in the bowl at the time?",1
"Adrianna has 100 pieces of gum to share with her friends. When she went to the park, she shared 10 pieces of strawberry gum. When she left the park, Adrianna shared another 10 pieces of bubble gum. How many pieces of gum does Adrianna have now?","Adrianna has 100 pieces of gum to share with her friends. When she went to the park, she shared eleven pieces of strawberry gum. When she left the park, Adrianna shared another 10 pieces of bubble gum.",0
The movie theater has 95 seats. 51 children and 24 adults went to the early show. How many seats were empty?,There are 95 seats at the movie theatre. The early presentation drew 51 youngsters and 24 adults. How many seats were left unoccupied?,1
"Mr. Bradley gave his class a math problem to solve. He said, ""Begin with the number 28. Add 12 to it. Then add 7 more."" Ned followed the instructions perfectly but Billy subtracted 7. What is the difference between the boys' answers?","Mr. Bradley gave his class a math problem to solve. He said, ""Begin with the number 28. Add 12 to it. Then add 7 more."" Ned followed the instructions perfectly. What is the difference between the boys' answers?",0
Maddie and Drake each have a lemonade stand. Maddie sold 47 cups of lemonade one hot day. Drake sold 12 fewer cups of lemonade. How many cups of lemonade did Drake sell?,Maddie and Drake each have a lemonade stand. Maddie sold many bowls of lemonade one hot day. Drake sold some fewer cups of lemonade.,0
A spider crawled along a number line in the math room. She started at the number 35 and walked forward 22 numbers. Then she moved back 17 numbers. What number was the spider on then?,A spider crawled along a number line in the math room .She moved back 17 numbers. What number was the spider on then?,0
Jordon gets an allowance of $10 each week. Jordan's mom said that she is going to give him a raise of 15%. What will Jordan's new allowance be?,"Jordon is given a weekly allowance of $10. Jordan's mother has stated that she will offer him a 15% raise. Jordan's new stipend, what will it be?",1
There were 46 passengers on the bus. 19 passengers got off at the first stop. 15 passengers got off at the second stop. How many passengers were left on the bus?,"On the bus, there were 46 people. At the first stop, 19 people disembarked. At the second stop, 15 people disembarked. How many people were still on the bus?",1
The ratio of Jenny’s trophies to Meredith’s trophies is 7:4. The difference between the numbers is 12. What are the numbers?,Jenny's awards outnumber Meredith's trophies 7:4. The difference between the two numbers is twenty. What are the numbers?,0
Mr. Winston sold 654 ice cream cones last weekend. He sold 275 ice cream cones this weekend. How many ice cream cones did he sell altogether?,"Last weekend, Mr. Winston sold 654 ice cream cones. This weekend, he sold 275 ice cream cones. What was the total number of ice cream cones he sold?",1
Angelo is the local marble champion. He has 20 speckled marbles. He has 8 more striped marbles than speckled ones. How many marbles does Angelo have altogether?,Angelo is the reigning marble champion in the area. He has a total of twenty speckled marbles. He has eight striped marbles to one speckled marble. Angelo has a total of how many marbles?,0
Kelly had $24. She spent 5/6 of her money on a book. How much money did Kelly have left?,Kelly had $24 with her. She spent some of it on a book. Kelly had how much money left?,0
Ricky has a magic money box. Every day the box doubles the number of coins placed inside of it. Ricky put in 3 pennies on Monday. He looked inside his box on Friday. How many pennies did Ricky see?,Ricky has a magic money box. Every day the box doubles the number of rupees placed inside of it. Ricky put in some rupees on Monday. He looked inside his bag on Sunday. How many pennies did Ricky see?,0
Anne had 65 cents. She found 25 cents on the sidewalk. She bought a bag of chips for 55 cents. How much money did Anne have then?,Anne had 65 cents. She discovered 25 cents on the sidewalk. She spent 55 cents on a bag of chips. How much money did Anne have then?,1
